Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,__FeatEng_target__,__index_level_0__
19.04,,5.0,2.89896,A,A,3.51875,1,78.0,49,64,Male,2,69525
22.99,,8.0,,,A,2.24375,1,54.0,49,71,Male,3,69526
57.02,C,10.0,2.67646,A,B,3.49625,0,,45,61,Male,1,69527
23.24,B,2.0,3.14818,C,A,3.6975,3,54.0,57,94,Male,2,69530
44.74,B,0.0,2.56259,C,A,2.1625,0,,53,68,Male,2,69531
52.97,,9.0,2.69613,A,A,2.48,1,,60,84,Male,3,69532
65.84,B,5.0,,,B,2.91875,0,47.0,61,88,Male,2,69536
59.65,E,10.0,2.8823,B,A,1.33625,1,,58,76,Male,3,69537
22.31,B,6.0,2.63465,A,D,2.70625,0,63.0,51,71,Male,1,69539
29.57,D,4.0,2.65443,B,B,3.38375,0,,48,61,Male,3,69540
24.8,B,7.0,2.60564,B,A,1.28,0,,46,65,Male,2,69541
24.06,A,10.0,2.99529,A,A,3.72375,0,,44,56,Female,1,69542
108.49,E,10.0,2.90323,B,A,2.0825,0,,52,67,Male,3,69543
29.95,C,4.0,2.46922,C,B,2.0825,1,,48,65,Male,3,69544
73.53,,6.0,2.7831,C,L,2.3125,1,,53,91,Female,3,69549
36.44,B,,2.45304,B,A,2.54625,0,,55,81,Male,2,69550
48.51,A,3.0,,,A,1.9875,0,,60,79,Female,1,69551
58.22,B,10.0,2.76027,B,A,1.03,2,66.0,65,96,Male,3,69554
80.6,B,10.0,2.94745,B,C,1.4475,1,65.0,54,90,Female,2,69555
43.48,D,4.0,2.50652,B,A,2.3175,1,,65,78,Male,3,69558
33.84,A,4.0,2.82311,A,B,3.15,0,,45,68,Male,1,69559
75.98,B,9.0,2.7405,B,B,2.46,1,81.0,62,107,Male,2,69561
24.56,E,8.0,2.46774,C,A,4.1925,1,,42,58,Male,3,69562
30.31,B,7.0,2.59197,B,A,2.495,0,,51,73,Male,2,69563
43.41,B,2.0,,,A,3.2075,1,,51,74,Male,2,69566
48.64,B,7.0,2.81595,C,A,2.03,2,,52,68,Female,2,69567
24.94,D,2.0,2.71818,A,A,3.58625,1,30.0,46,57,Female,2,69569
26.8,A,10.0,2.41258,B,B,3.94375,0,82.0,48,68,Male,1,69570
69.19,C,7.0,2.73266,C,A,3.235,0,76.0,46,57,Male,2,69571
58.59,,2.0,2.64709,C,A,0.96375,2,48.0,51,69,Male,3,69572
93.71,D,10.0,3.07777,B,A,2.15375,0,,55,78,Male,3,69574
43.55,C,3.0,,,A,2.2125,1,50.0,55,68,Male,3,69576
20.49,A,10.0,2.98505,A,B,3.6825,0,,45,61,Male,1,69577
107.19,,10.0,2.93538,B,A,2.83875,0,,49,76,Male,2,69581
38.81,D,2.0,2.73796,B,D,3.6,0,35.0,54,79,Male,3,69583
44.68,,2.0,,,B,2.97,1,,50,75,Male,2,69587
31.62,B,4.0,2.65369,C,A,1.25375,0,,51,69,Male,2,69588
46.42,E,10.0,2.90139,B,B,3.41875,1,58.0,49,63,Female,3,69589
78.42,E,3.0,2.82409,C,D,4.115,0,57.0,48,61,Female,3,69590
77.14,C,,2.73873,B,A,2.8725,3,,54,91,Female,2,69591
80.78,B,6.0,,,C,4.0375,0,,50,85,Male,2,69592
23.68,B,3.0,,,A,4.07375,0,,47,71,Male,2,69593
52.97,B,10.0,,,A,3.8975,6,62.0,59,96,Female,3,69596
36.74,A,5.0,2.84005,A,A,3.8875,0,,44,67,Male,1,69597
20.3,C,5.0,2.77631,A,A,2.97,0,,46,61,Female,2,69598
41.63,E,1.0,,,B,2.57375,1,49.0,53,85,Male,2,69599
78.1,D,2.0,3.08156,C,A,1.97375,0,,56,74,Male,2,69602
56.76,D,7.0,,,A,1.83875,2,59.0,51,65,Female,3,69605
52.4,A,10.0,2.78351,C,A,2.9775,1,,46,62,Female,2,69608
108.91,,10.0,3.01213,A,A,4.33,0,41.0,50,82,Female,2,69609
45.96,A,0.0,2.54255,C,A,1.48,0,52.0,50,86,Female,1,69611
87.14,E,10.0,2.87689,C,A,4.33875,0,,46,63,Male,3,69612
30.93,B,4.0,2.65522,C,A,2.27,0,,50,61,Male,2,69614
92.13,C,8.0,2.90265,C,B,3.3175,1,85.0,63,88,Male,3,69615
11.38,B,7.0,,,C,4.42375,0,,45,62,Female,2,69617
55.62,,1.0,2.6291,A,A,2.21375,0,41.0,54,65,Male,3,69619
36.13,A,10.0,,,B,1.56625,0,64.0,46,66,Female,1,69621
44.62,B,10.0,2.93271,C,B,4.04,0,,44,77,Male,1,69623
17.88,A,4.0,2.42152,C,J,4.225,2,71.0,50,70,Male,3,69624
30.73,B,10.0,2.4808,A,A,3.61,0,110.0,47,67,Male,1,69627
14.32,C,2.0,2.69767,A,A,0.52375,0,40.0,53,74,Male,3,69629
32.53,,7.0,2.62074,C,A,2.8825,0,,50,69,Female,2,69633
100.21,,10.0,,,A,1.70875,1,,61,113,Male,3,69634
80.22,B,2.0,3.16095,C,B,2.37125,2,,54,88,Male,2,69636
37.09,D,6.0,,,A,1.69,0,,53,82,Male,3,69637
33.16,C,1.0,,,A,2.435,1,89.0,51,82,Male,2,69638
56.37,D,2.0,2.74376,A,A,3.54125,2,,48,63,Male,3,69641
60.62,B,10.0,,,B,3.77625,2,,47,72,Female,2,69642
25.12,B,6.0,,,A,2.135,0,,47,62,Male,2,69644
35.74,C,1.0,2.87013,B,A,4.34375,1,,47,75,Male,3,69645
65.69,A,10.0,3.17363,C,A,3.86125,1,87.0,50,71,Female,1,69646
29.67,E,2.0,2.59629,C,A,4.175,0,74.0,53,71,Female,3,69648
29.97,C,7.0,2.53781,C,B,2.42,0,,48,73,Male,1,69649
77.11,C,0.0,2.9322,B,C,4.3575,5,,45,64,Male,2,69650
49.51,,10.0,2.95331,A,A,3.73625,0,64.0,47,72,Male,1,69652
64.33,E,4.0,2.69269,C,B,3.55375,1,43.0,50,69,Male,3,69655
27.66,B,2.0,2.86374,C,A,2.2975,2,,50,61,Male,2,69656
46.99,,8.0,2.5592,C,B,3.475,1,36.0,52,84,Male,2,69659
31.05,B,5.0,2.7062,A,B,1.84625,0,,50,68,Female,2,69660
61.5,,0.0,3.14645,B,A,1.72,2,,54,77,Male,3,69661
42.1,A,0.0,2.54919,B,A,1.88875,0,,48,61,Male,1,69664
61.54,C,10.0,2.69781,B,B,2.90625,2,71.0,49,66,Male,3,69665
74.14,,0.0,2.97841,B,A,3.375,2,,47,70,Male,2,69666
52.3,B,10.0,2.73989,C,D,1.9675,1,,49,72,Male,2,69667
37.07,,10.0,2.73996,A,A,2.295,3,,54,74,Female,2,69668
32.94,B,10.0,2.77404,A,B,3.23125,0,55.0,49,69,Male,2,69671
45.55,,5.0,3.08085,A,A,3.47,3,63.0,49,72,Male,2,69672
31.63,B,5.0,2.54684,A,A,3.80875,0,89.0,47,64,Female,2,69674
34.28,,10.0,2.39294,B,B,0.66625,1,78.0,55,77,Female,2,69676
61.78,,5.0,,,D,4.24875,0,,54,77,Male,1,69677
45.58,C,10.0,2.58546,C,B,1.68125,1,41.0,54,83,Male,3,69678
23.04,A,10.0,2.72189,A,C,4.4975,0,,52,74,Male,1,69679
54.25,B,10.0,3.08196,C,B,4.3075,0,,50,71,Male,2,69680
33.86,E,7.0,2.67787,C,A,1.61,0,54.0,51,73,Male,2,69681
11.75,B,1.0,,,A,1.235,0,,53,68,Male,2,69683
60.72,A,10.0,3.25642,B,C,3.89125,0,,64,105,Male,1,69685
4.19,E,,1.97827,B,A,3.65,1,,45,55,Male,3,69686
49.99,,10.0,2.7304,B,A,2.8625,0,,49,60,Male,3,69687
15.16,A,0.0,2.66087,A,A,2.03375,2,,62,81,Female,3,69688
45.28,B,10.0,3.02787,B,A,1.95,3,42.0,49,74,Male,3,69690
65.16,C,1.0,2.97977,B,A,2.82,2,43.0,51,74,Male,2,69691
50.47,A,10.0,,,B,3.2575,0,,51,78,Female,1,69692
18.96,B,10.0,2.34516,B,A,3.92125,0,39.0,46,66,Male,2,69694
85.69,E,10.0,3.13656,C,C,4.9325,0,111.0,45,65,Male,1,69696
86.59,B,10.0,2.85482,B,A,1.74875,2,,61,99,Female,3,69697
41.14,C,8.0,3.11766,A,B,2.33375,1,94.0,56,95,Male,1,69698
48.66,,8.0,3.14887,A,A,1.5675,2,,50,65,Female,1,69699
40.56,A,10.0,2.78757,B,A,0.35875,2,,57,82,Male,3,69700
56.35,B,0.0,3.05882,B,B,1.60875,0,,50,75,Male,2,69703
19.87,A,6.0,2.86082,C,C,3.78125,4,103.0,59,77,Male,2,69706
22.7,C,0.0,2.95375,C,E,3.21,1,,58,89,Male,3,69707
47.92,B,10.0,2.59721,B,B,2.98375,0,,50,67,Female,2,69708
30.47,,6.0,2.84991,A,J,2.385,0,57.0,53,75,Female,1,69710
26.11,D,8.0,2.44665,B,B,3.3,0,59.0,47,63,Male,3,69713
48.92,D,10.0,2.99213,B,D,2.15625,1,,50,70,Male,3,69715
22.74,B,1.0,2.59787,B,A,3.7925,2,,45,61,Female,2,69716
107.63,B,10.0,3.21942,B,A,3.3025,1,37.0,57,90,Male,3,69717
34.38,D,0.0,2.58026,C,A,2.3725,1,,56,68,Male,3,69719
23.88,C,10.0,2.88702,A,B,3.64875,0,,49,67,Female,3,69721
45.43,B,10.0,2.73373,B,A,1.62125,3,,51,76,Male,2,69724
44.46,D,7.0,2.65878,C,A,2.97375,1,,45,64,Male,3,69731
38.05,A,10.0,2.79382,B,C,3.7,0,,47,77,Female,1,69732
76.57,E,7.0,2.85049,B,B,2.48,1,54.0,47,69,Male,3,69734
11.0,,2.0,2.08983,C,A,3.0,0,,43,58,Male,1,69737
46.05,,2.0,2.59502,C,A,1.8425,2,,51,83,Male,3,69739
30.84,C,3.0,2.62041,C,B,1.93875,1,,58,75,Male,3,69740
62.96,C,5.0,,,B,2.08375,0,,50,73,Male,3,69741
73.83,B,10.0,2.7299,B,A,2.745,0,,56,89,Female,3,69742
49.81,,5.0,2.66943,A,A,1.84375,0,72.0,56,98,Female,2,69743
62.6,B,7.0,3.29114,C,B,3.43625,1,98.0,51,94,Male,2,69745
46.13,D,0.0,2.90814,B,A,1.37875,1,,64,91,Male,3,69748
9.79,C,5.0,2.63215,A,B,3.8,1,,48,93,Male,2,69749
13.42,A,5.0,2.69358,B,D,4.09125,0,101.0,44,71,Male,1,69754
8.39,D,6.0,2.95599,A,C,3.36375,0,35.0,57,75,Male,3,69755
39.01,B,9.0,2.43403,B,A,3.05,1,,44,55,Male,2,69757
33.67,E,10.0,2.68067,B,B,1.88125,2,45.0,52,82,Female,2,69760
32.74,D,8.0,2.64923,A,A,3.61625,0,,54,70,Male,2,69763
24.26,C,2.0,2.83931,B,A,4.14875,1,49.0,45,61,Male,2,69764
56.51,E,0.0,2.80721,C,A,2.87875,1,,47,73,Male,3,69767
62.46,E,,2.72271,B,A,2.87875,2,38.0,58,93,Male,3,69768
52.49,C,10.0,,,A,2.84125,1,82.0,52,71,Male,3,69770
84.49,E,3.0,2.84805,B,A,3.32875,1,55.0,51,86,Female,3,69773
22.83,,3.0,2.6974,A,A,2.68625,1,37.0,47,74,Male,2,69774
60.33,B,9.0,2.89318,C,A,2.68875,0,44.0,55,66,Male,2,69775
43.5,C,9.0,2.61342,B,B,2.245,0,,53,72,Male,2,69777
4.66,C,2.0,2.68582,A,B,2.975,1,,51,66,Male,3,69778
108.32,E,9.0,3.10097,C,A,3.02875,0,77.0,58,81,Female,3,69780
31.04,,10.0,2.69482,A,C,3.405,0,,48,72,Male,2,69781
87.49,D,0.0,,,A,2.14375,5,,57,91,Male,3,69784
60.71,B,10.0,2.66756,C,A,2.79375,0,,52,75,Male,1,69785
40.31,B,1.0,2.60608,C,A,3.57875,0,64.0,48,73,Male,2,69789
85.59,C,10.0,,,A,2.58125,1,,69,102,Male,3,69791
54.97,,5.0,2.98008,C,A,2.95875,3,,49,73,Male,3,69794
53.7,C,8.0,2.80689,C,E,3.42375,1,54.0,49,69,Male,2,69800
38.44,,4.0,2.71046,C,A,1.27375,0,,58,92,Male,1,69801
45.7,B,6.0,2.67782,C,B,1.57625,1,,48,66,Female,2,69802
108.87,D,6.0,2.9514,B,A,1.27625,0,,45,68,Male,3,69803
84.77,B,10.0,2.88133,B,A,2.96125,0,81.0,50,79,Male,2,69804
33.11,B,10.0,2.69191,C,C,2.975,0,69.0,50,67,Female,3,69806
42.68,B,3.0,2.78605,A,A,3.27,0,,46,58,Female,2,69807
16.75,E,2.0,2.70206,A,A,3.14375,1,,44,60,Male,1,69808
86.26,A,10.0,3.19591,B,A,3.80875,0,,48,65,Male,1,69809
36.07,A,5.0,2.56777,C,B,2.6625,0,,46,59,Male,3,69810
54.81,C,10.0,2.59789,B,A,4.67375,0,34.0,50,74,Male,3,69811
23.48,A,5.0,2.70066,B,A,3.6825,2,,51,61,Male,1,69812
32.9,E,5.0,2.94618,C,A,2.2,3,,56,79,Male,3,69813
65.5,B,10.0,,,A,3.8425,1,,47,61,Female,2,69814
50.68,B,10.0,2.91199,C,A,2.75875,0,36.0,64,131,Male,2,69816
61.03,,10.0,,,B,1.505,1,49.0,55,104,Male,2,69817
97.68,B,7.0,2.89916,C,D,2.32625,3,,51,80,Male,3,69818
33.2,A,10.0,2.97588,C,B,2.6125,1,,58,87,Female,1,69819
76.87,B,7.0,2.92698,A,A,2.8825,0,,52,74,Female,2,69821
75.17,C,6.0,3.00776,B,A,2.34875,0,,49,67,Female,2,69824
25.45,B,6.0,,,E,4.0125,0,,49,66,Male,1,69825
8.13,E,,,,A,3.18375,1,,50,73,Male,3,69826
37.99,E,10.0,2.4789,A,A,1.505,0,81.0,53,83,Male,2,69827
25.77,E,4.0,2.60214,C,E,2.1275,1,63.0,49,63,Male,2,69828
22.2,B,3.0,2.92936,A,A,3.975,1,85.0,50,67,Male,2,69829
34.71,B,7.0,,,B,4.11125,1,,47,69,Female,2,69831
75.69,A,7.0,3.13994,B,B,3.66125,1,,49,63,Female,1,69832
61.23,B,8.0,3.11641,B,B,4.33875,0,,52,65,Female,2,69834
102.94,C,10.0,3.13975,C,B,3.52125,1,68.0,49,68,Male,2,69836
29.98,B,6.0,,,A,2.7525,1,,55,80,Female,2,69839
48.15,A,4.0,2.91673,B,A,1.49625,0,,55,75,Female,1,69843
33.29,B,10.0,2.50172,B,B,2.26125,0,,55,74,Male,2,69846
37.11,B,6.0,,,A,3.96125,1,92.0,50,73,Male,2,69851
30.66,,3.0,,,A,4.42,2,43.0,46,76,Male,2,69852
35.21,B,4.0,2.50822,A,A,2.0275,0,,50,70,Female,2,69853
31.38,,3.0,2.87054,B,D,1.34875,0,,45,69,Male,3,69855
13.24,A,2.0,2.63298,A,A,3.09375,0,,52,68,Male,1,69856
108.63,A,7.0,,,A,1.17875,3,,59,103,Male,3,69857
45.26,A,4.0,2.89409,C,A,2.93625,0,,51,82,Male,1,69858
32.4,,0.0,2.83877,A,E,3.44375,3,63.0,50,67,Male,2,69862
54.79,,7.0,2.80772,C,B,1.13875,0,84.0,51,66,Female,2,69867
16.49,D,1.0,2.89233,A,D,2.32625,0,36.0,49,71,Male,2,69868
23.05,B,1.0,2.74229,A,B,2.60625,1,46.0,55,78,Male,1,69869
50.37,C,8.0,2.63351,A,C,3.60875,1,75.0,50,66,Female,3,69870
22.06,A,10.0,3.05813,A,B,3.22375,1,,51,75,Male,1,69871
73.58,D,10.0,3.06868,B,F,3.80625,0,36.0,48,101,Male,3,69874
15.19,B,2.0,,,D,4.61125,2,,44,54,Male,1,69877
78.38,C,2.0,2.90479,C,B,3.765,1,,45,57,Male,2,69878
41.43,,8.0,2.99621,C,B,1.96125,1,31.0,56,78,Male,2,69879
24.7,,5.0,2.64538,B,A,2.32375,0,,53,72,Male,3,69880
10.34,E,4.0,2.99698,C,A,2.46,0,,51,78,Male,2,69881
35.55,E,0.0,2.53672,C,A,2.03,1,98.0,46,63,Male,3,69882
33.46,D,9.0,2.86972,B,B,1.4625,1,44.0,54,73,Male,3,69883
54.64,C,7.0,2.58875,C,A,3.95375,1,,47,65,Male,2,69884
53.26,B,6.0,2.85228,A,A,2.85375,0,,48,60,Female,2,69889
46.51,A,10.0,3.07863,C,A,3.72875,0,64.0,48,67,Female,1,69891
61.05,B,7.0,2.69616,B,A,3.5925,2,,61,79,Male,2,69893
42.91,B,6.0,3.08139,C,A,4.14375,1,69.0,48,61,Male,1,69897
74.67,,7.0,3.04261,B,A,2.96875,2,66.0,54,82,Male,3,69898
64.06,A,9.0,2.80799,B,A,1.645,0,,48,75,Female,1,69899
46.81,A,7.0,3.19523,B,A,3.58125,0,91.0,47,83,Male,1,69900
34.58,C,10.0,2.85336,B,A,4.23375,1,99.0,49,83,Female,2,69901
90.89,C,0.0,3.00204,C,A,4.31125,0,72.0,46,75,Male,2,69902
44.58,C,10.0,2.69382,B,A,1.40875,2,46.0,49,72,Male,3,69903
41.64,C,10.0,2.99502,C,A,2.16125,0,68.0,57,77,Female,1,69905
72.66,D,10.0,,,A,3.31375,0,70.0,49,92,Female,3,69906
28.8,C,0.0,2.62073,A,A,3.81375,2,,47,61,Male,3,69907
34.33,D,0.0,2.81825,B,B,3.955,2,75.0,49,76,Male,3,69908
64.79,A,10.0,,,A,3.4025,0,,53,87,Male,1,69909
43.08,D,6.0,,,A,1.65625,0,81.0,53,88,Male,3,69910
46.19,A,10.0,2.87711,A,A,4.03875,0,95.0,66,86,Male,1,69913
29.14,B,10.0,2.87289,C,A,3.23625,0,,45,63,Male,2,69915
19.97,C,10.0,2.64748,B,B,2.765,1,90.0,51,74,Female,2,69917
81.43,C,10.0,,,A,2.06625,3,,69,113,Female,3,69918
52.36,,5.0,2.90745,A,B,3.92,0,100.0,46,78,Female,1,69919
24.34,B,,2.84534,C,A,2.9275,0,,46,84,Male,2,69921
37.64,,0.0,2.78173,A,A,3.2475,0,,48,66,Male,2,69923
72.31,C,10.0,2.75962,B,A,1.40625,2,34.0,51,65,Female,2,69924
30.4,D,,2.55147,B,B,2.48375,0,,52,67,Male,3,69925
16.82,B,8.0,2.54902,A,E,4.635,0,,47,66,Female,1,69926
6.64,D,10.0,2.75585,A,D,2.11,0,79.0,56,98,Male,3,69927
63.06,C,8.0,2.98539,C,C,1.525,0,84.0,45,67,Male,2,69928
15.22,A,10.0,2.71817,C,A,2.54375,1,,49,74,Female,1,69929
28.67,B,0.0,2.45246,A,A,1.3625,0,63.0,48,61,Male,2,69930
36.95,B,10.0,3.12905,C,B,3.32625,0,,49,92,Male,1,69932
78.53,,10.0,3.1318,B,C,3.68,1,38.0,59,90,Male,3,69934
25.72,C,6.0,2.53455,A,A,2.68,1,,47,74,Female,2,69935
19.68,C,7.0,2.30688,A,A,3.15,0,,44,61,Female,2,69937
85.28,C,7.0,2.9971,C,A,2.055,1,,50,73,Male,3,69938
60.06,A,0.0,3.08266,A,B,2.2375,1,,68,82,Male,1,69939
31.74,C,3.0,,,G,3.6075,1,,49,63,Male,2,69940
44.45,A,10.0,2.90479,B,B,2.4275,1,,48,65,Male,1,69941
39.58,A,6.0,2.87188,C,A,4.0925,0,,44,57,Male,1,69942
59.37,D,10.0,2.90553,C,A,3.23875,0,52.0,55,79,Male,3,69944
45.97,C,,3.22841,B,C,3.53375,0,52.0,53,86,Male,2,69945
46.42,A,3.0,2.919,B,B,3.19625,0,,53,95,Male,1,69946
39.31,C,10.0,2.86854,C,A,3.4325,0,,49,60,Male,2,69947
11.97,D,3.0,2.46694,A,A,4.28125,1,36.0,47,62,Male,3,69950
25.17,C,9.0,2.7373,A,A,4.165,0,45.0,45,58,Male,2,69951
63.45,E,7.0,2.99694,C,A,3.68,2,36.0,54,90,Female,3,69952
32.92,E,9.0,2.55027,C,B,1.99875,2,,59,84,Female,3,69954
30.26,A,10.0,3.00287,A,B,3.855,0,,48,68,Female,1,69955
30.04,B,3.0,2.92011,A,B,4.51875,0,,46,63,Female,2,69956
49.34,A,2.0,2.91546,B,A,2.88125,0,34.0,48,75,Male,2,69957
55.31,A,1.0,2.84655,A,A,3.335,0,,52,72,Male,1,69958
25.72,C,2.0,,,E,3.39,2,86.0,52,74,Male,3,69962
108.17,C,10.0,3.60222,B,A,3.82875,2,,51,78,Male,3,69964
48.69,D,8.0,2.92202,A,A,3.40875,1,,57,76,Female,2,69966
16.18,D,2.0,2.45102,C,A,1.37375,0,,51,64,Male,3,69967
34.39,A,,,,A,1.2875,0,81.0,50,68,Male,3,69969
50.74,,0.0,2.89191,A,B,3.4425,0,104.0,48,66,Male,1,69971
22.7,B,10.0,2.69679,A,A,2.12875,2,,48,78,Male,2,69972
14.42,,3.0,2.70725,C,A,2.615,0,,57,68,Male,2,69973
18.74,C,10.0,2.69987,A,B,2.78,1,,50,63,Female,3,69974
42.22,E,10.0,2.84071,A,A,2.14125,1,52.0,60,89,Male,2,69976
20.19,B,2.0,2.76011,B,A,2.33875,1,,53,82,Male,2,69977
13.54,A,5.0,2.82023,B,A,4.9,0,,43,54,Male,1,69978
4.81,B,2.0,2.57027,C,A,4.0575,0,,49,59,Female,2,69979
70.04,,2.0,2.85565,C,A,2.27875,1,,52,85,Male,3,69980
51.63,,10.0,2.62148,A,A,3.8625,1,88.0,49,67,Male,2,69983
24.18,B,9.0,2.70159,A,A,3.88625,1,,47,70,Female,2,69984
56.5,E,1.0,2.87829,B,A,3.9775,1,,45,67,Male,3,69986
31.82,A,10.0,,,A,3.76125,1,46.0,51,79,Male,3,69987
36.94,B,2.0,2.9037,C,B,3.16,0,,55,72,Male,1,69990
15.25,A,9.0,2.77901,A,G,3.6225,0,,49,64,Female,1,69991
22.57,D,5.0,,,A,2.325,2,,48,66,Male,3,69994
81.98,C,3.0,2.78036,B,A,2.4225,1,,50,75,Male,3,69996
56.07,C,0.0,,,A,3.65,0,52.0,51,70,Male,2,69997
24.31,A,5.0,,,A,2.8975,0,55.0,57,75,Female,1,69998
32.0,E,7.0,,,A,3.7525,0,54.0,46,67,Male,2,69999
49.82,E,5.0,2.7332,A,A,3.33375,0,41.0,48,72,Female,2,70002
103.42,C,8.0,,,A,3.17125,3,,55,79,Male,2,70003
18.61,,7.0,,,A,3.23625,0,,46,63,Female,2,70005
82.66,B,0.0,2.84003,B,L,3.6325,0,,51,68,Female,3,70006
77.0,C,2.0,3.07875,C,A,3.49125,0,73.0,51,73,Male,2,70007
27.34,C,10.0,2.70332,A,A,4.57375,1,45.0,47,69,Female,3,70010
16.75,C,10.0,2.84962,A,D,2.7075,0,33.0,50,80,Male,3,70011
6.09,A,0.0,2.84908,C,C,1.5175,0,,47,69,Male,1,70012
24.1,D,0.0,3.29937,B,A,3.8875,1,46.0,56,83,Male,2,70013
25.28,A,2.0,2.6565,C,C,3.54,0,,46,68,Female,1,70015
67.96,B,4.0,2.70807,A,A,0.92625,1,,49,89,Male,3,70016
108.02,B,10.0,3.32403,B,B,2.60375,1,,50,70,Male,2,70017
77.22,D,6.0,2.97778,C,A,3.29375,3,48.0,55,78,Male,3,70018
24.43,B,1.0,2.61075,A,B,2.60375,1,,50,80,Female,2,70020
106.98,,10.0,3.29887,B,A,2.445,0,40.0,66,90,Male,3,70021
36.14,A,6.0,2.64347,C,A,1.40375,1,,57,90,Male,2,70023
20.34,C,9.0,2.83777,C,B,2.70875,1,,53,79,Male,3,70024
45.23,C,10.0,2.57674,A,B,1.71125,3,74.0,46,72,Female,3,70025
35.55,,5.0,2.82504,B,C,4.0625,3,45.0,48,62,Female,2,70028
42.74,C,2.0,,,B,1.30125,1,,49,67,Male,3,70031
31.62,D,8.0,2.77115,A,D,2.945,1,,48,59,Male,1,70032
85.35,A,10.0,2.88037,B,A,3.72875,1,,48,71,Male,1,70034
10.15,C,2.0,2.77224,A,D,1.945,2,46.0,52,70,Female,3,70036
31.19,C,10.0,2.73712,C,A,4.44875,0,68.0,46,81,Male,2,70039
32.23,B,5.0,2.57054,A,C,1.61625,1,99.0,54,82,Male,1,70041
59.9,B,10.0,2.65836,A,A,1.435,0,,50,66,Male,2,70043
43.19,C,5.0,2.59679,C,A,2.015,1,68.0,56,77,Female,3,70050
24.84,E,5.0,2.62625,C,D,4.3175,3,,43,59,Male,3,70051
49.19,B,0.0,2.54888,B,A,0.8625,0,,50,72,Female,2,70052
46.58,D,10.0,3.0803,C,A,3.66625,3,103.0,55,69,Female,3,70053
108.55,E,5.0,2.94515,B,E,2.26875,1,,49,68,Male,3,70054
73.64,C,2.0,,,A,3.7,1,,48,61,Male,3,70055
27.67,D,3.0,2.5398,B,A,3.94625,1,,44,56,Male,3,70056
17.56,B,3.0,2.77354,C,B,4.3275,0,39.0,53,68,Male,2,70058
52.41,,5.0,2.95242,A,A,3.48375,0,39.0,47,63,Male,1,70059
26.49,C,10.0,2.56612,C,B,3.50375,0,,47,66,Female,3,70060
34.57,A,10.0,2.87728,A,H,1.28375,2,38.0,53,96,Male,3,70061
93.08,,10.0,2.97645,B,A,2.93125,0,66.0,49,69,Male,2,70062
16.31,B,10.0,3.07965,C,D,4.095,1,78.0,46,71,Male,2,70065
87.55,B,4.0,3.22898,C,A,4.2275,0,,57,77,Male,2,70066
58.58,,,,,A,3.39,0,,45,61,Male,3,70067
28.36,,3.0,2.77669,A,A,1.785,3,100.0,69,94,Male,3,70069
45.3,C,5.0,2.75059,B,A,3.32875,1,,50,67,Male,3,70071
78.05,,10.0,2.8225,B,F,3.20625,3,,51,77,Male,3,70072
37.68,D,0.0,,,A,3.1725,1,,48,62,Male,3,70073
15.92,B,,2.5731,A,A,1.505,0,,51,69,Male,2,70075
61.33,B,1.0,2.69126,A,B,3.5025,0,,54,75,Female,2,70076
24.41,A,7.0,2.79012,C,A,3.33,0,66.0,51,67,Female,3,70079
37.59,B,3.0,2.56686,C,A,3.86625,1,54.0,51,76,Male,2,70085
62.15,C,10.0,2.81527,B,A,1.885,1,,50,72,Male,3,70086
47.18,C,6.0,2.59563,C,A,2.78375,1,,53,66,Male,2,70087
30.74,B,1.0,2.73652,B,A,4.8025,2,,58,72,Male,3,70089
21.3,E,1.0,2.70001,A,D,3.0525,1,,48,63,Male,3,70091
14.04,,7.0,,,B,4.46625,1,,48,64,Male,3,70092
23.08,E,0.0,2.65456,A,A,3.50625,1,41.0,45,59,Male,2,70093
17.12,B,2.0,2.60781,A,A,1.67,3,39.0,55,82,Male,2,70094
25.0,B,10.0,2.87672,A,B,4.22,2,,44,72,Female,1,70095
82.79,D,6.0,2.78354,B,A,2.5,0,98.0,52,83,Male,3,70096
10.92,,6.0,2.3967,A,D,2.1375,0,,47,62,Male,3,70097
58.53,A,3.0,3.08192,A,B,3.2575,0,62.0,55,73,Female,1,70099
17.13,C,10.0,2.51473,A,A,2.2575,3,42.0,54,84,Male,2,70100
8.53,B,8.0,2.8512,A,D,4.60125,0,,42,59,Male,1,70101
24.52,B,3.0,2.56012,C,A,2.88375,1,57.0,53,99,Male,2,70103
37.31,,1.0,2.74761,C,B,3.2925,1,97.0,59,89,Female,2,70104
18.34,A,10.0,2.787,A,I,3.045,1,,52,79,Male,1,70105
6.38,,4.0,3.03975,A,H,3.965,0,100.0,50,89,Male,1,70107
8.32,B,,2.59406,B,B,2.49125,0,,43,58,Male,1,70109
15.96,D,2.0,,,E,3.07625,0,72.0,49,74,Male,1,70111
99.46,D,10.0,3.23033,B,C,4.2425,2,91.0,49,77,Male,3,70112
14.05,D,7.0,2.73571,C,A,3.72125,3,51.0,50,67,Female,3,70113
29.5,,10.0,3.00406,C,C,3.415,1,,58,99,Male,2,70114
29.44,A,1.0,2.80876,C,A,2.15625,0,,49,75,Male,1,70115
107.21,A,10.0,3.09144,B,B,2.5975,0,52.0,53,72,Female,3,70116
